06-09-2020,"Philadelphia clearly didn’t take a page out of the {{USERNAME}} Game 7 playbook of firing everything on net, make the opposing goalie beat you.   There’s 6 minutes left and the Flyers have 16 shots",1.30242E+18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,gaming,news_&_social_concern,sports,,
06-09-2020,I’m sure the {@Tampa Bay Lightning@} would’ve rather faced the Flyers but man does their experience versus the Blue Jackets this year and last help them a lot versus this Islanders team. Another meat grinder upcoming for the good guys,1.30242E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
06-09-2020,"Tizamagician puts the cherry on top of the Kentucky Derby day winner s pie for {{USERNAME}} and {{USERNAME}} , taking the Del Mar finale for Richard Mandella. The Tiznow colt was sent to Dubai to contest the UAE Derby, a race that was cancelled on the World Cup program.",1.30242E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,,,
06-09-2020,The flyers gave me false hope just to get absolutely destroyed. Islanders are gonna get destroyed by a real team next series.  {@Philadelphia Flyers@} think it’s time to make some huge moves this offseason ‍♂️ just saying,1.30243E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,,,
06-09-2020,The flyers had a tremendous season even with everything they faced and I’m so excited for next season. They’re only gonna get better! Thank you {@Philadelphia Flyers@} for an unforgettable season,1.30245E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,,,
06-09-2020,Love to take night time bike rides at the jersey shore. Seaside Heights boardwalk. Beautiful weather. Wishing everyone a safe Labor Day weekend in the US. Photo {{USERNAME}} {{URL}},1.30245E+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,diaries_&_daily_life,travel_&_adventure,,,
06-09-2020,Lordt they dun turned {@Mary J Blige@} into The Queen of the Goons ❤ #PowerBook2 #loveherregardless,1.30248E+18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,celebrity_&_pop_culture,film_tv_&_video,,,
06-09-2020,POWER BOOK 2 EPISODE 1 RECAP {{URL}} via {@YouTube@} #PowerGhost #PowerBook2 #PowerStarz #powertv,1.30248E+18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,film_tv_&_video,,,,
06-09-2020,I just earned the  God Save the Queen (Level 7)  badge on {{USERNAME}} ! {{URL}},1.30248E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,news_&_social_concern,other_hobbies,,,
06-09-2020,"YT: falsely strikes {@Charlie@} YT: realizes they havent striked anyone Else for same video. Proceeds to strike {@Mark@} to make the 1st strike seem legit. admits mistake, unstrikes in 1 Day. U think this is first time? Ive told support this resulted in my ban for 1.5 years",1.30249E+18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,film_tv_&_video,,,,
06-09-2020,Another 90 mins for the 1st’s under our belts and again plenty of positives!   Thanks to {@Wythenshawe Amateurs@} for having us. 2-2 it finished. After being 2 up a little disappointed we didn’t come away with more!  Awaiting news on our first {{USERNAME}} fixture....,1.30251E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,,,
06-09-2020,Babyyyyyyy y’all better call {@Viola Davis@} the queen knows what she is doing !  #HTGAWM  #PowerGhost,1.30251E+18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,celebrity_&_pop_culture,film_tv_&_video,,,
06-09-2020,Queen {@Aditi Rao Hydari@} is replying to many I hope the queenwill also reply me #V,1.30251E+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,celebrity_&_pop_culture,,,,
06-09-2020,10 Side Hustle Skills You Can Master During This Labor Day Weekend via {@Entrepreneur@} {@Entrepreneur@} {{URL}},1.30254E+18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,business_&_entrepreneurs,learning_&_educational,,,
06-09-2020,"2786:251:#100milanjoscomerick, #RavensFlock #realestate, The clouds will rain success on to you, #socohs, {@NellyMo@} ,  #EmilyOsment, {{URL}} ",1.30254E+18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,news_&_social_concern,,,
06-09-2020,Sunday special Go listen {{USERNAME}} EP RWMOH. Concentrate on the 1st track  JESUS will speak to you in  a rap form,1.30255E+18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,music,other_hobbies,,,
06-09-2020,"Shoutout to all the people who came to the 1st ever TriNaM podcast, and shoutout to {{USERNAME}} for the huge raid. Going to start doing a Podcast every Saturday night. I wish I didn t have to delete the vod but it s fine, plenty of experiences in the future.",1.30257E+18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,business_&_entrepreneurs,other_hobbies,,,
