08-09-2019,"The {@Clinton LumberKings@} beat the {@Cedar Rapids Kernels@} 4-0 in Game 1 of the Western Division finals. Evan Edwards hit a 2-run HR. WP Josh Roberson: 5 IP, 3 H, 0 R, 0 BB, 10 K #MWLplayoffs #MWLscoreboard",1.17052E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,I would rather hear Eli Gold announce this Auburn game than these dumbasses. {@ESPN@},1.17052E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"Someone take my phone away, I’m trying to not look at {@Chicago Blackhawks@} home game tickets in October ",1.17052E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"A year ago, Louisville struggled to beat an FCS opponent, ISU.  Yes they won 31-7, but score wasn’t indicative of the game flow.  Today, they are demoralizing a better FCS opponent in EKU. {@Coach Satterfield@} thank you!! {{USERNAME}} , glad you’re gone.",1.17052E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Anyone know why the #Dodgers #Orioles game next Thursday 9/12 is on Fox?? That’s arguably the last game on the entire schedule I’d imagine being on Fox. {@Bill Shaikin@} {@Eric Stephen@} {@David Vassegh@},1.17052E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"I don’t care. you gave him a shot, he is struggling put Joey in and see what he has to offer. This is the game  you decide who you want starting the Mississippi state game. {@Coach Gus Malzahn@} ‍♂️",1.17052E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Okay how can I watch the {@Arkansas State Football@} and UNLV game on FB?,1.17052E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"Check out largest crowds ever for a basketball game! Phil Arena aims to set new attendance record for FIBA World Cup final in 2023, targets over 50,000 & if FIBA allows SRO, 60,000! Incredible! {{URL}} {@The Philippine Star@} {{USERNAME}} {@Philstar Sports Hub@} ",1.17052E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,I voted #WeWantNCAAFootball on {{USERNAME}} . It’s the best video game! {{URL}},1.17052E+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
08-09-2019,Streaming a new game #minionmasters come stop by and join me!! {{USERNAME}} {{USERNAME}} #FearThePack #supportsmallstreamers #SmallStreamersConnect #smallstreamer #twitchaffiliate #twitch #twitchprime #subtember,1.17055E+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,,,,
08-09-2019,Three unanswered goals by {{USERNAME}} has tied the game for {{USERNAME}} 9-9. #MannCup,1.17055E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Shout out to {{USERNAME}} for giving my 6 year old son his wrist ban after the game. It means the world to him. He is sleeping with it on now and it will go to school on Monday. Made his older brother jealous.,1.17055E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"I have little to no voice left, I’m completely exhausted...and wouldn’t change it for the world. Nothing more exciting as a broadcaster to call a game winning play as time expires. Tonight was my second time calling a GW FG in a monumental {{USERNAME}} win over Georgetown.",1.17055E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"Great wins yesterday for {{USERNAME}} 1s stay up, and 2s goes to last game of season. Great to see Callum Bennett with an impressive 65not out to see us home especially being 23-4. Youth stepping up!! #earlswoodcc #cricket ",1.17058E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Refreshing twitter so hard right now on the gopher game.   #atawedding {{USERNAME}},1.17058E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,RagingGirlGamer {{USERNAME}} now featured on #BinxTV. Visit their #Twitch #stream to earn #BinxCoins and for a chance to win a #free #steam #game! {{URL}},1.17058E+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,,,,
08-09-2019,So {@AB@} is just the latest victim of the madden curse. If you’re on the cover of that game your career will take a turn for the worse,1.17058E+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
08-09-2019,Game was there to be won and {@Cronulla Sharks@} had a better handle on what was needed. {@Wests Tigers@} handling/completion not good enough to win an {@NRL@} match let alone play finals. I just hope we can build on this season and under Maguire I believe that s possible #NRLTigersSharks,1.17058E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"The #Dbacks, marked by mediocrity for four months, are hotter than any team in the game right now. In tonight s  emergency  episode, {{USERNAME}} answers many of your questions and poses a few new ones. Tune in here: {{URL}} ",1.17058E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Wondering if {@Big Cat@} stayed up for the Washington/Cal game? #Pac12InTheDark,1.17061E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Tuber simulator is the only good mobile game ok {{USERNAME}},1.17061E+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,,,,
08-09-2019,⚽️Pre-Season Fixture⚽️ {{USERNAME}} Vs {{USERNAME}} Our third pre-season game this morning after a win last week against {{USERNAME}} hopefully we get another good pre-season result ahead of the new season and no silly mistakes as last week #COYB,1.17061E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Y’all leave {@50cent@} alone about that theme song. He done change the song back to the Joe version. ‍♀️ #power,1.17064E+18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,music,,,,
08-09-2019,{{USERNAME}} Steven i hope to catch a Fury game after.the College Baseball fall.season ends. I enjoyed watching you play last season and grandson Nate heaps much praise upon you.,1.17064E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"The prime minister takes his game of Brexit bluff to Dublin tomorrow, seemingly unconcerned that his mendacity is now visible to all writes {@Fintan O Toole@} - The vices that led Johnson to the top are useless when it comes to wielding power {{URL}} ",1.17064E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
08-09-2019,First game at {{USERNAME}} a 40-0 win over Black Swans. #fastandfree,1.17064E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"The Wellington Cowboys are back. For the first time since 1994 the Cowboys won the #Group11 first grade title. In a performance worthy of the occasion, the Cowboys downed minor premiers Dubbo CYMS to spark emotional celebrations. {{USERNAME}} {{USERNAME}} {{URL}} ",1.17064E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,"Tunisia won their second Classification game, 86-84 against Angola. This means #Dtigers will have to win the Host China at the Classification game by 1pm today to get the ball running for {@Tokyo2020@} we Believe in you guys! {{USERNAME}} {{USERNAME}}  {@Colin NOT Collins@} {{USERNAME}} ",1.17064E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Game finished 2-2    Goal scorer  @joshuamcisaac10,1.17067E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Enjoyed {@Mark Kermode@}  s review of IT CHAPTER TWO in {{USERNAME}} . But why no mention of screenwriter Gary Dauberman? #theresareasontheydontjustfilmthebook #noscriptnofilm #itstartsonthepage #creditscreenwriters,1.17067E+18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,arts_&_culture,film_tv_&_video,,,,
08-09-2019,Anyone else not able to play the Vandy@Purdue game via BTN+? {@Big Ten Network@} I’m currently paying for a streaming service that doesn’t stream the game I wish to see....,1.17067E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Game Day! Good luck to the {@Belfast Giants@} tonight in Augsburg. Wish I could be there #WeAreGiants,1.17067E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Enjoyed that game. Not the result I wanted but good all the same. Unlucky {@Adrian Lewis@} fought back well,1.17067E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Check out Smurfs Race to Smurf Village Game #PressmanToy {{URL}} via {{USERNAME}},1.17067E+18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,gaming,other_hobbies,,,,
08-09-2019,"T-33 days until #saveagainstfear2019  One of the sessions {{USERNAME}} ran at SAFe was #deadlands I joined in like usual, and was in a party with two of the people in his home game. We dealt with a train heist, and it was a blast. I was then invited to join their home game!",1.1707E+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
08-09-2019,Game Day!  Wish we could see {@LaAdrian Waddle@} suit up today.  Rest up and get better soon!!!! {{USERNAME}} Hope we can hear you cheering from WNY!!!!  #BringIt #GoBills,1.1707E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Game day!!! {@Ito Smith@} #NFL100 #InBrotherhood #RiseUp #AtlantaFalcons #NFLKickoff @ Mercedes-Benz Stadium {{URL}},1.1707E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
08-09-2019,Baker Mayfield and OBJ arrive for Game 1 at FirstEnergy {{URL}} via {@fox8news@},1.17073E+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,celebrity_&_pop_culture,sports,,,,
08-09-2019,Still time to get your bites of happyness before the game starts. We are doing a demo today at {{USERNAME}} Palm Beach Gardens. Come on by!!  #happylicious #bitesofhappyness #demoday #groceryshopping #palmbeachgardens… {{URL}},1.17073E+18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,food_&_dining,sports,,,,
