date,text,id,label/0,label/1,label/2,label/3,label/4,label/5,label/6,label/7,label/8,label/9,label/10,label/11,label/12,label/13,label/14,label/15,label/16,label/17,label/18,label_name/0,label_name/1,label_name/2,label_name/3,label_name/4,label_name/5
2020-06-07,"Acknowledging trans women as women DOES NOT erase your experience as a woman {@J K Rowling@} Gendar binaries are why sexism exists, if sexism has affected you shouldn’t you be fighting the binaries that caused it?",1269686021681107000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,news_&_social_concern,,,,
2019-12-15,Spreading generosity this festive season and giving back to orphaned and vulnerable children in South Africa. A great initiative with {{USERNAME}} in partnership with {@ToysRUs@} .SouthAfrica. #GlassAndAHalf #GenerosiTrees {{URL}},1206324019777155000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2020-02-23,. {@Deontay Wilder@} you really are the Bronze Bomber.  Fury was right.  #bronze #thirdplace #youstink,1231458428440207400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2021-06-13,Check out {@Sunday Times Culture@} talking to the company of #Constellations ahead of performances beginning on Friday {{URL}},1404013625979854800,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,business_&_entrepreneurs,news_&_social_concern,,,,
2020-11-08,Listening to {@Joe Biden@} & {@Kamala Harris@} speak is so reassuring as a parent. I can once again watch the news with my children and be proud of the president of the United States.  #JoeBidenKamalaHarris2020,1325256627293991000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2020-07-26,Xbox Game Showcase | Halo Infinite | State Of Decay 3 | Fable | Forza | ... {{URL}} via {@YouTube@} y’all tune in WWP and help them hit 2K viewers,1287537261794517000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,,,,
2020-01-05,"Happy New Year, Hawks!  Looking forward to seeing you all tomorrow {{USERNAME}} !  It will be a WHITE day with ER 6.  Here s this week s Principals  Note: {{URL}} #HolmesHawksSoar",1213971229062897700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,sports,youth_&_student_life,,,,
2020-05-24,Wishing my homie {{USERNAME}} a Happy Eid Mubarak,1264434358158610400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,diaries_&_daily_life,relationships,,,,
2021-07-25,I-26 traffic moving again after deadly wrong-way collision hours earlier in Lexington - SCHP hasn t suggested how one vehicle ended up going the wrong way on the interstate but announced that both drivers had died. {{URL}} via {@News19 WLTX@},1419292479333994500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2021-01-24,Chikki was also evictd but she came back! Then y not Jasmin Bhasin {@Bigg Boss@} #BringJasminAsContestant,1353308700602032000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,celebrity_&_pop_culture,film_tv_&_video,,,,
2020-07-03,"Fox News host Tucker Carlson said the  hysteria” of the Black Lives Matter movement was like a pandemic. “The Fox News personality likened the “hysteria” of the movement to a pandemic and claimed, “Minneapolis was our Wuhan.” {{URL}} #PurposeProfit {@HuffPost Politics@} ",1278901124918108200,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,film_tv_&_video,news_&_social_concern,,,,
2020-09-27,Protect your investment {@Cincinnati Bengals@} and sit Burrow the rest of the year before the worst O-line in the league does it for you...,1310277393643458600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,business_&_entrepreneurs,sports,,,,
2020-10-02,So watch me bring the fire and set the night light  I vote for #BTS under #TheGroup category at the 2020 #PCAs {@BTS_twt@},1311967305098694700,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,film_tv_&_video,music,,,,
2020-10-19,"WORLD SERIES BOUND!!!!!!!!!!!!!!! I’ll say it once again, even if it seems like every year...HOW BOUT THEM BOYS IN BLUE?!?!?! Let’s ACTUALLY get that trophy this time, boys! DO IT FOR KOBE! I LOVE YOU {@Los Angeles Dodgers@} !!! #WeLoveIt #NLchamps",1318038719765442600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2020-12-20,21 So When Should You Open the Christmas Gifts? {{URL}} via {@Relevant Radio@},1340476109368950800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,diaries_&_daily_life,other_hobbies,,,,
2020-09-27,"Fox News: Atlanta activist spent $200G in Black Lives Matter donations on house, personal expenses: FBI. {{URL}} via {@Google News@} ",1310121126664614000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
