date,text,id,label/0,label/1,label/2,label/3,label/4,label/5,label/6,label/7,label/8,label/9,label/10,label/11,label/12,label/13,label/14,label/15,label/16,label/17,label/18,label_name/0,label_name/1,label_name/2,label_name/3,label_name/4,label_name/5
2021-03-07,The latest The Movie theater Daily! {{URL}} Thanks to {{USERNAME}} {{USERNAME}} {{USERNAME}} #lunchtimeread #amc1000,1368464923370676200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,film_tv_&_video,,,,,
2020-02-16,"Why is the internet dropping out every few min in Dayton, OH.? {@Ask Spectrum@} #spectrumoutage",1229072651634737200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,science_&_technology,,,,,
2021-06-13,The reserve team man of the match sponsored by {@Domino s Pizza UK@} Gorseinon is {{USERNAME}} Kai was superb in the 4.1 win {{USERNAME}} getting on the score sheet with a great goal. Well done Kai #UppaVillage #OneClub {{URL}},1403984572547690500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2020-03-08,"Coming to the end of #InternationalWomenDay2020, the fight for equality continues, equality of all types, day after day, join a trade union tomorrow and join the fight {@The CWU@} ✊✊.",1236768682422022100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2020-11-08,tfw when you remember Selina Meyer was a fictional character {@Julia Louis Dreyfus@} {@Armando Iannucci@},1325256551825862700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,film_tv_&_video,,,,,
2020-08-30,"Morning everyone I ll be doing a cover show this morning on {{USERNAME}} 10 - midday, playing 70 s 80 s soul. Hope to have your ears. X",1299979926523830300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,arts_&_culture,music,,,,
2020-06-28,"Trump touts ratings for rally, Fox News town hall:  These are the real polls  {{URL}} Now this sounds like yje {{USERNAME}} .com {@Eric Trump@} .com Keep going.",1277117746241851400,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,news_&_social_concern,,,,
2021-02-14,So they are calling this winter storm {{USERNAME}} “Uri”- Good Lord,1361040629237710800,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,diaries_&_daily_life,news_&_social_concern,science_&_technology,,,
2019-09-25,Time to revisit Climate change and the 75% problem {{URL}} via {@Bill Gates@},1176827749438115800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,celebrity_&_pop_culture,news_&_social_concern,science_&_technology,,,
2020-11-02,LOCK HIM UP! LOCK HIM UP! LOCK HIM UP!⚖️️ US election: Don Jr told Trump supporters to ‘have some fun’ before Biden vehicles ‘rammed by armed group’ {{URL}} via {@Yahoo News@},1323141741009084400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2021-01-18,I swear Jared Cook from the saints look like the homie {{USERNAME}},1350986197708009500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,celebrity_&_pop_culture,other_hobbies,sports,,,
2021-08-01,{{URL}} {@TenZ@} {@Finalmouse@} this is from the SL12 magnesium alloy - absolutely NO flex is maybe not the greatest for gripping.  I needed to add a UL2 infinity skin (soft pad) to mitigate the issue on the left side of the mouse.,1421708217311240200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,gaming,science_&_technology,,,,
2020-07-04,"[SPOTIFY]  #GFRIEND s Only 1 surpassed 1,200,000 streams on the platform. It s the 4th song on the full album to do so! Congratulations to our girls.❤️ {{URL}} {@GFRIEND@} #여자친구",1279563817542959000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,,,,
2020-12-13,Florida losing to LSU is a BIG problem for {@Texas A M Football@} .. they were already on the outside looking in. Now it gets worse. Ohio State Buckeyes to the playoffs it is.,1337999000235028500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2020-08-27,$krrt Cobain x Lil Wretched - Cookin featuring {{USERNAME}} Prod. {{USERNAME}} out now on spotify/apple music/google play etc.  Tracks sittin at about 6k+ on Soundcloud so keep that same energy n run it up on these other streaming platforms!  ⬇️⬇️⬇️⬇️ {{URL}},1298952483381883000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,music,,,,
2021-02-21,Military blocked the road around US Embassy & other embassies. And they will cut off internet 1 a. m. to 12 p. m. 22-feb-2021. {@UN Human Rights@} {@United Nations@} {@UN Special Rapporteur Tom Andrews@} {@President Biden@} #WhatIsHappeningInMyanmar  #Feb22coup,1363548050246013000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2019-09-14,The Cardinals take the field in the cross town rivalry game vs. Leuzinger Olympians! Gonna be a great night! #lawndalerockstars #lawndalecardinalfamily #togetherwewin #cifssfootball the_dale_football {{USERNAME}} … {{URL}},1172691246604796000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2021-04-10,Check out this awesome Spotify playlist for new music & inspiration for your weekend  Massive thank you & S/O to {{USERNAME}} for including our new single #WaitingForRain feat. {{USERNAME}} {{URL}} #SaturdayThoughts #NewMusic #weekendvibes #spotify #NP,1381003414428131300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,,,,
2019-09-13,"I’m not quite understanding the recent steam of the Saints. Yes, they have a good ATS on the road, but Brees & Goff home road splits favor Rams. Also short week for Saints after emotional MNF game / public must love Saints after watching that {{USERNAME}} ",1172478898636054500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2020-08-21,Demon’s Souls could be closer than expected if a recent rating is any indication  [from Jordan Devore {@Destructoid@} ]  #destructoid #gamer #games #gaming #videogames {{URL}},1296717238792323000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,,,,
2019-09-22,I think Harbaugh listened to {@Pardon My Take@} Friday and figured going for it on 4th was his only option to beat the Chiefs.,1175830847154528300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2021-06-20,#Kindnesschampion ZaNia Stinson is what #kindness is all about  This 14yo grew up a #shelter and knows what it is like to be #hunger so she puts together #ZFeedsGo-GoBags to help people who are #homeless and need help #thereisgood❤️ {@The Charlotte Observer@} {{URL}},1406572545118191600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2020-06-07,"Lilies please vote for Lisa, down vote others  #LISA #리사 #BLACKPINK #블랙핑크 #LALISA {@BLACKPINK GLOBAL BLINK@} {{URL}} ",1269565308626296800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,celebrity_&_pop_culture,,,,,
